gender,race,college_tier,education_level,years_experience,skills_score,interview_score,test_score,hired
Female,Asian,,Bachelors,3.4,19.73,87.59,67.91,0
Male,Hispanic,Tier 1,,3.7,55.85,94.07,48.07,1
Male,Asian,Tier 2,PhD,4.1,56.06,71.63,22.18,0
Male,White,Tier 2,Bachelors,4.8,22.53,57.32,5.73,0
Male,White,Tier 2,Bachelors,6.4,9.44,45.82,95.95,0
Other,Asian,Tier 2,Bachelors,13.4,43.04,49.4,41.29,0
Male,White,Tier 2,,5.7,8.95,50.7,53.2,0
Male,White,Tier 2,,9.7,27.18,76.1,17.5,0
Female,White,Tier 3,Masters,8.9,46.89,95.96,64.81,1
Male,Black,Tier 2,Bachelors,2.6,35.87,71.72,53.41,0
Male,Hispanic,Tier 2,Bachelors,,16.57,67.33,46.83,0
Female,,Tier 2,Masters,3.1,32.35,77.17,70.18,1
Female,Asian,,Bachelors,0.3,42.46,82.24,61.47,1
Female,White,Tier 1,Bachelors,1.0,,56.53,77.88,0
Female,White,,Bachelors,1.7,,94.34,69.94,1
Male,White,Tier 2,Masters,6.0,18.98,77.87,0.65,0
Male,White,Tier 3,Bachelors,,44.53,49.98,23.57,0
Female,Black,Tier 1,Masters,3.4,9.17,44.28,76.75,0
Male,White,Tier 2,Masters,13.9,13.75,78.1,43.46,0
Other,Asian,Tier 2,Bachelors,3.1,,60.86,43.99,0
Female,White,Tier 1,Bachelors,1.7,21.34,65.67,96.17,1
Female,Black,Tier 2,Bachelors,1.6,21.83,88.48,10.29,0
Male,White,Tier 2,,0.5,46.46,64.41,29.5,0
Female,White,Tier 2,Bachelors,0.4,14.3,95.69,31.5,0
Male,White,Tier 1,,13.6,10.24,84.49,41.97,0
Female,White,Tier 3,Masters,0.2,4.18,92.82,22.6,0
Male,White,Tier 2,Bachelors,8.0,15.63,65.0,30.3,0
Female,Hispanic,Tier 2,Masters,3.4,28.59,64.1,71.48,0
Male,White,Tier 2,Bachelors,0.8,39.19,57.93,52.4,0
Male,White,Tier 2,Bachelors,4.2,6.69,83.29,,0
Male,Black,Tier 2,Bachelors,7.6,11.09,70.21,,0
Male,,Tier 2,Bachelors,1.0,9.05,55.28,68.29,0
Female,White,Tier 2,Masters,10.2,65.2,,15.39,0
Male,,Tier 1,PhD,5.4,27.07,89.0,47.25,1
Female,White,Tier 2,Bachelors,6.5,49.3,31.1,71.8,0
Male,White,Tier 2,Masters,0.9,3.27,49.83,29.54,0
Male,White,Tier 2,Bachelors,2.0,26.28,,,0
Male,White,Tier 3,Bachelors,7.2,56.55,48.63,21.85,0
,White,Tier 2,Bachelors,22.3,6.77,92.93,11.41,0
Female,Asian,Tier 1,PhD,2.2,4.32,87.03,83.4,1
Male,Black,Tier 2,Masters,0.7,29.66,,23.03,0
Male,Asian,Tier 3,Bachelors,,4.98,83.0,26.83,0
Male,White,Tier 2,Masters,1.9,26.68,56.03,67.51,0
Male,Asian,Tier 1,Bachelors,9.8,26.35,90.83,16.86,0
,White,Tier 3,Bachelors,,33.54,48.26,57.06,0
,White,Tier 3,Bachelors,0.2,29.11,71.16,62.2,0
Female,White,Tier 2,Masters,11.2,50.74,72.78,55.13,1
Male,White,Tier 2,,4.5,34.88,72.46,31.34,0
Female,Black,Tier 1,Bachelors,4.9,52.13,82.1,44.41,1
Female,Hispanic,,Masters,4.4,8.86,60.52,,0
Male,Asian,Tier 2,Bachelors,8.8,7.8,80.74,,0
Female,White,Tier 1,Masters,1.5,36.46,55.47,78.97,0
Male,Black,Tier 2,,16.7,40.32,64.83,90.05,1
Other,White,Tier 3,PhD,0.4,12.52,49.55,67.76,0
Male,Black,,,1.0,13.82,51.94,92.45,0
Female,White,Tier 3,Masters,8.7,39.18,67.96,,0
Male,Black,Tier 1,Bachelors,4.8,9.43,87.88,45.46,0
Male,White,Tier 3,Masters,7.6,11.38,44.0,54.7,0
Male,White,Tier 1,Masters,24.4,47.44,66.03,8.36,0
Male,White,Tier 1,Bachelors,8.2,13.35,72.08,78.62,0
Male,White,Tier 1,Bachelors,0.8,21.91,72.37,25.05,0
Male,Black,Tier 1,PhD,15.2,14.37,88.47,72.12,1
Other,Asian,Tier 2,Bachelors,0.3,26.88,82.26,31.2,0
Female,White,Tier 3,,,24.07,67.83,,0
Male,White,Tier 2,Masters,9.5,28.3,86.3,94.37,1
,Black,Tier 2,Masters,11.7,25.21,46.97,83.1,0
Male,Asian,Tier 3,Bachelors,8.7,,62.77,73.09,0
Female,White,Tier 2,Masters,0.9,55.91,56.46,9.91,0
Male,Black,Tier 1,Bachelors,1.0,15.35,87.77,60.87,1
,White,Tier 2,Bachelors,,34.86,59.01,37.24,0
Female,,Tier 2,Bachelors,0.1,12.02,79.12,87.6,0
Male,Asian,Tier 2,Bachelors,8.3,27.61,81.38,47.0,0
Male,White,Tier 2,Bachelors,1.0,60.74,86.82,70.64,1
Male,White,Tier 3,Bachelors,1.3,29.19,90.69,85.79,1
Female,White,Tier 1,Bachelors,5.6,36.29,72.66,47.18,0
Female,Asian,Tier 2,Bachelors,6.9,40.78,90.17,6.29,0
Male,White,Tier 2,Masters,11.6,6.58,66.37,92.17,0
Female,White,Tier 2,Bachelors,0.8,12.78,76.52,5.95,0
Female,White,Tier 2,Bachelors,10.3,46.29,88.01,8.09,0
Female,White,Tier 1,Bachelors,3.7,41.38,84.63,72.49,1
Male,Hispanic,Tier 2,Bachelors,1.8,13.69,51.56,18.18,0
Male,Other,Tier 3,Bachelors,0.1,14.16,66.34,20.72,0
Female,White,Tier 3,Masters,9.1,48.64,57.03,33.35,0
Male,,Tier 2,PhD,2.6,9.1,84.07,33.44,0
Male,White,Tier 3,Bachelors,11.6,25.65,92.55,,0
Male,White,Tier 3,Masters,,,,80.79,0
Male,Black,Tier 3,PhD,10.1,46.16,66.41,,0
Male,White,Tier 1,Bachelors,3.8,16.54,,,0
Male,Black,Tier 2,Bachelors,0.9,20.39,83.28,11.8,0
,White,Tier 2,Masters,13.4,20.53,84.48,41.35,0
Male,Asian,Tier 2,PhD,0.3,28.7,62.98,98.16,1
Male,Black,,Bachelors,4.2,14.81,,34.96,0
Female,White,Tier 1,,9.6,9.68,50.98,87.06,0
Female,Hispanic,Tier 3,Masters,3.7,10.87,82.79,50.12,0
Male,White,Tier 1,Bachelors,3.6,36.07,54.42,28.46,0
Male,Asian,Tier 1,Bachelors,9.2,20.58,94.87,25.64,0
Male,White,Tier 3,Bachelors,4.0,,88.74,9.57,0
Male,White,Tier 2,Bachelors,0.1,36.38,52.19,1.18,0
Male,Hispanic,Tier 2,Masters,10.6,,60.17,68.16,0
Male,Other,Tier 1,Bachelors,6.3,13.94,47.46,47.16,0
Male,Asian,Tier 2,Masters,13.3,39.73,53.42,78.71,1
Male,White,Tier 1,Bachelors,2.2,29.06,89.67,30.1,0
Female,Black,Tier 2,,12.5,11.13,86.11,48.6,0
Female,,Tier 1,Bachelors,9.9,19.48,61.84,62.06,0
Male,White,Tier 2,Bachelors,8.5,31.54,57.07,81.81,0
Female,White,Tier 3,,4.0,11.51,43.03,25.91,0
Male,Asian,Tier 3,Bachelors,1.0,22.92,81.03,33.08,0
Male,Black,Tier 2,Masters,0.0,33.62,38.23,63.31,0
Male,,Tier 1,Masters,25.7,52.6,88.27,22.53,1
Female,Black,,Bachelors,0.6,24.28,71.12,,0
Male,Black,,PhD,0.5,68.08,74.53,67.03,1
Male,Black,Tier 2,Masters,2.6,25.79,77.27,,0
Male,,Tier 3,,,,86.41,95.6,1
Male,White,Tier 2,Bachelors,5.3,1.48,72.94,19.48,0
Other,White,Tier 1,Masters,4.6,48.74,78.54,99.0,1
Male,Hispanic,Tier 1,Masters,4.8,42.32,71.53,92.49,1
Male,White,Tier 2,Masters,4.1,,64.19,17.53,0
Male,Asian,Tier 2,Masters,0.6,15.78,73.29,12.3,0
Male,White,Tier 3,PhD,,53.13,83.76,50.14,1
Female,White,Tier 2,PhD,2.0,,74.12,72.48,0
,Black,Tier 3,Bachelors,2.5,8.36,83.31,14.57,0
Male,Black,Tier 2,Bachelors,0.7,14.53,65.0,38.03,0
Female,White,Tier 1,Bachelors,1.9,,58.2,58.09,0
Female,Black,Tier 2,Bachelors,6.9,26.31,65.43,66.41,0
Male,Other,,Masters,5.5,27.5,53.39,0.23,0
,White,Tier 2,Bachelors,0.3,69.39,73.08,26.38,1
Female,Black,,Masters,8.4,44.96,48.1,99.78,0
Female,White,Tier 1,Bachelors,1.4,16.53,52.51,27.57,0
,Asian,Tier 2,Bachelors,4.6,1.06,84.18,39.81,0
Male,White,Tier 2,Bachelors,0.5,12.56,87.98,79.08,1
Male,Asian,Tier 1,Bachelors,6.3,19.67,85.37,76.6,1
Female,Asian,Tier 2,Bachelors,1.6,22.42,71.77,90.02,1
Male,Hispanic,Tier 2,PhD,5.2,32.7,83.73,32.18,0
Male,White,Tier 1,Masters,2.2,11.33,70.11,64.05,0
Female,White,Tier 2,Bachelors,12.7,37.06,35.46,69.66,0
Female,Asian,Tier 3,Bachelors,0.2,,94.16,10.21,0
Male,Other,Tier 2,Bachelors,,45.45,46.3,73.99,0
Male,Hispanic,Tier 3,Masters,0.1,,78.88,43.49,0
Male,White,Tier 2,PhD,6.8,16.25,75.33,25.39,0
Female,White,Tier 1,PhD,10.1,20.76,,74.47,0
Male,Hispanic,Tier 3,Bachelors,6.1,,70.52,72.26,0
Male,White,Tier 1,Masters,1.4,64.47,55.2,63.0,1
Male,,Tier 1,Bachelors,,50.64,74.14,,1
Male,Asian,Tier 2,Bachelors,13.4,71.95,72.24,6.99,1
Female,White,Tier 1,Bachelors,8.3,23.56,64.6,42.38,0
Female,White,Tier 1,Masters,2.4,10.97,87.18,55.38,0
Male,White,Tier 2,Masters,4.1,7.09,61.02,0.7,0
,White,Tier 1,Bachelors,8.8,27.22,74.07,36.91,0
Male,White,Tier 2,Bachelors,2.5,19.67,81.01,83.29,1
Male,White,Tier 3,Bachelors,8.7,47.09,74.89,1.38,0
Female,Other,Tier 1,Masters,13.4,30.84,79.25,99.23,1
Female,Other,Tier 3,Bachelors,2.9,35.86,97.32,39.84,0
Male,White,Tier 3,Bachelors,16.6,18.03,93.86,,0
Other,Asian,Tier 2,,1.1,36.07,73.06,82.24,1
Female,,,Bachelors,0.4,10.8,80.2,23.97,0
Female,,Tier 1,Bachelors,5.6,31.83,89.45,15.13,0
Male,White,Tier 2,Masters,6.4,12.83,,55.96,0
Other,White,Tier 2,Masters,4.0,27.13,,64.37,0
Female,White,Tier 2,Bachelors,5.9,4.27,82.35,57.47,0
Male,White,Tier 2,,4.6,40.85,35.87,91.87,0
Female,,Tier 2,Bachelors,4.6,9.52,56.15,69.42,0
Male,White,Tier 3,Bachelors,20.7,44.71,51.92,28.82,0
Male,Asian,Tier 2,Masters,0.6,49.86,75.61,12.61,0
,White,Tier 3,Bachelors,0.4,13.76,50.02,23.56,0
Male,Hispanic,,Bachelors,2.1,41.52,91.76,81.72,1
Female,Asian,Tier 2,Bachelors,3.4,31.8,67.61,9.56,0
Male,Other,,Bachelors,0.3,29.1,85.03,34.77,0
Male,Black,Tier 2,Bachelors,6.8,43.95,90.45,70.51,1
Male,White,Tier 2,Bachelors,4.3,10.3,37.75,97.98,0
Female,White,Tier 2,Bachelors,1.1,,,42.87,0
Male,White,Tier 1,,3.3,30.04,92.57,88.74,1
Male,Black,Tier 2,Bachelors,10.7,25.49,69.77,49.2,0
Male,Black,Tier 2,Masters,,,96.27,33.71,1
Male,Asian,Tier 2,Bachelors,11.2,,71.93,6.73,0
Male,White,Tier 2,Masters,,26.21,58.14,39.8,0
Male,Hispanic,Tier 2,Bachelors,5.3,15.45,72.87,44.64,0
Male,Asian,Tier 2,Bachelors,0.2,16.77,86.23,25.41,0
Male,White,Tier 3,PhD,6.9,64.13,93.36,64.81,1
Female,Black,Tier 2,Bachelors,6.7,16.06,59.74,50.58,0
Female,Other,Tier 1,Masters,1.8,54.53,88.98,81.62,1
Female,Asian,Tier 3,PhD,6.3,25.67,91.54,9.09,0
Male,White,Tier 2,Masters,3.1,20.36,,83.16,1
,White,Tier 3,Masters,9.2,,85.36,3.31,0
Male,Asian,Tier 2,Masters,13.2,34.29,,,0
Male,White,Tier 2,Bachelors,1.3,20.29,84.48,83.23,1
Female,White,,Bachelors,1.2,,63.96,65.06,0
Male,White,Tier 2,Bachelors,11.6,25.67,41.38,4.49,0
Male,White,Tier 2,Bachelors,6.7,2.02,85.44,59.21,0
Male,White,Tier 2,Bachelors,26.8,26.96,81.67,19.79,0
Female,Black,Tier 3,Bachelors,1.2,,48.9,8.89,0
Male,Asian,Tier 2,Masters,6.2,,67.92,28.62,0
Male,White,Tier 3,Masters,12.1,10.73,37.17,51.38,0
Male,White,Tier 3,PhD,2.5,22.64,83.64,35.26,0
Female,,Tier 3,Masters,4.0,,,97.95,1
,Hispanic,Tier 3,Bachelors,4.3,34.54,67.36,80.44,0
Male,Black,Tier 2,,24.1,22.11,34.54,30.53,0
Female,Asian,Tier 2,PhD,16.1,16.75,84.48,86.89,1
Female,,Tier 1,,0.7,18.12,85.2,64.11,0
Male,White,Tier 1,Bachelors,0.6,5.07,70.59,60.7,0
Female,White,Tier 2,Masters,9.7,47.49,57.79,94.4,1
Male,White,Tier 3,Masters,3.3,10.98,59.22,18.44,0
Male,Asian,Tier 1,Masters,11.0,,81.83,,1
Other,Hispanic,Tier 3,Masters,1.5,35.69,39.4,8.21,0
Male,White,Tier 2,Bachelors,3.8,27.07,92.61,20.68,0
Male,White,Tier 1,Masters,0.2,17.39,61.02,24.23,0
Male,White,Tier 3,Bachelors,0.5,30.31,66.06,10.63,0
Male,White,Tier 2,,5.9,6.96,20.52,54.39,0
,Asian,Tier 2,Masters,4.0,,,32.34,0
Other,Black,Tier 2,Masters,0.5,7.49,70.48,95.82,0
Male,White,Tier 2,Masters,8.5,15.76,66.39,0.97,0
Female,Asian,Tier 2,Bachelors,5.5,36.8,91.95,,1
Male,Hispanic,Tier 2,Bachelors,7.5,44.11,42.03,96.0,1
,White,Tier 1,Masters,4.0,,54.66,45.87,0
Male,Asian,Tier 1,Bachelors,6.8,8.3,17.06,50.67,0
Female,Hispanic,Tier 1,Bachelors,0.4,39.32,56.49,67.76,0
Male,Asian,Tier 1,Masters,8.3,37.24,30.66,25.02,0
Male,White,Tier 3,Masters,1.8,,76.53,,0
Male,White,Tier 1,Masters,12.5,48.33,70.6,44.63,1
Female,,Tier 3,Bachelors,1.5,6.9,84.0,43.69,0
Female,White,Tier 3,Bachelors,6.8,48.01,91.89,65.71,1
Male,Hispanic,Tier 2,,14.1,49.06,75.63,56.0,1
Male,Black,Tier 3,PhD,0.8,31.82,74.45,80.6,1
Male,Hispanic,Tier 2,Bachelors,3.3,45.8,91.54,70.52,1
Male,White,,Masters,3.3,16.98,72.97,8.64,0
Male,Hispanic,Tier 1,Bachelors,1.6,33.72,44.52,7.63,0
Male,White,Tier 3,Masters,3.2,77.95,93.44,39.0,1
Female,White,Tier 2,Bachelors,4.1,14.46,64.08,59.25,0
Male,Asian,Tier 2,PhD,5.3,7.24,53.7,,0
Female,Hispanic,Tier 1,Masters,6.8,17.3,,89.71,1
Female,White,Tier 2,Bachelors,4.7,35.71,85.22,80.62,1
Female,Asian,,Masters,0.6,,69.49,81.03,0
Female,White,,Bachelors,3.3,35.52,91.75,35.2,0
Male,White,Tier 3,Bachelors,10.9,28.88,56.12,,0
Female,White,,PhD,7.5,14.85,,77.82,0
Female,Hispanic,Tier 1,Masters,2.5,,88.69,53.35,1
Male,Asian,Tier 1,Bachelors,2.8,47.78,82.1,4.95,0
Male,White,Tier 2,Bachelors,6.9,27.67,60.06,,0
Female,White,Tier 2,Masters,2.8,35.38,80.56,3.89,0
Male,Other,Tier 1,Masters,4.2,6.31,53.91,46.1,0
Female,Hispanic,Tier 2,Masters,4.4,27.35,88.4,9.11,0
Female,White,Tier 1,Bachelors,7.5,12.2,89.5,44.26,0
Male,Black,Tier 1,Bachelors,0.0,17.6,80.73,63.2,0
Other,White,,Bachelors,0.3,13.64,90.87,2.63,0
Male,Black,Tier 2,Bachelors,3.6,14.75,89.48,95.73,1
Female,White,Tier 2,PhD,7.6,63.46,,66.54,1
Male,Black,Tier 1,Bachelors,8.1,55.11,55.67,66.21,1
Female,White,Tier 1,Masters,,33.08,,25.91,0
Male,White,Tier 2,Bachelors,5.4,36.26,79.07,32.06,0
Other,White,Tier 2,,,15.46,55.16,42.66,0
Male,White,Tier 3,Masters,0.2,28.48,,8.08,0
Male,Other,Tier 2,Bachelors,9.6,11.43,63.6,54.51,0
Male,,Tier 2,Bachelors,4.5,37.48,79.38,11.36,0
Male,Other,Tier 3,Bachelors,,42.1,88.88,1.89,0
Male,White,Tier 1,Masters,13.4,,89.78,66.25,1
Male,White,Tier 2,,3.1,19.36,76.9,52.02,0
Male,White,Tier 1,PhD,0.6,35.9,80.45,,1
Female,White,Tier 1,Bachelors,5.0,19.91,51.78,23.61,0
Female,White,Tier 3,Masters,,51.73,77.25,52.35,1
Male,White,Tier 2,,18.2,36.58,78.28,96.18,1
Female,Asian,Tier 2,Bachelors,1.2,22.2,76.09,70.67,0
Male,Black,Tier 3,Bachelors,0.9,72.27,71.48,40.7,1
Male,Asian,Tier 2,PhD,4.6,31.64,87.06,1.7,0
Male,Asian,Tier 2,Bachelors,2.2,72.79,79.88,94.8,1
Male,White,Tier 1,Bachelors,1.6,,81.17,95.86,1
Male,Other,Tier 2,Masters,2.1,49.12,33.69,97.76,1
Female,,Tier 2,Bachelors,7.7,21.82,62.78,,0
Female,Asian,,Bachelors,0.7,17.89,75.68,1.15,0
Female,White,Tier 2,Bachelors,0.7,40.09,94.05,56.58,1
Male,,Tier 2,Bachelors,9.4,41.47,45.3,66.42,0
Female,White,Tier 2,,,35.42,61.29,34.85,0
Female,White,Tier 3,PhD,,11.31,91.45,77.24,0
Male,Asian,Tier 3,Bachelors,1.9,25.44,87.91,46.29,0
Male,Black,Tier 1,Masters,14.7,32.66,90.26,95.94,1
Male,Other,Tier 2,Masters,,18.92,58.97,74.36,0
Male,Other,Tier 3,Bachelors,1.4,9.0,89.03,79.84,0
Male,White,Tier 2,Bachelors,,31.92,66.22,71.64,1
Male,White,Tier 1,Bachelors,,12.29,,88.9,1
Female,Asian,Tier 3,Bachelors,0.5,25.22,81.71,60.12,0
Female,White,Tier 2,Bachelors,3.4,38.63,36.64,94.73,0
Female,Hispanic,Tier 2,Bachelors,1.9,17.82,74.61,29.01,0
Female,Hispanic,Tier 2,,2.5,30.92,69.45,,0
,Black,Tier 2,Bachelors,,29.21,79.82,60.94,0
Male,White,Tier 1,Bachelors,4.0,12.7,,33.88,0
Male,White,Tier 1,PhD,8.5,41.99,78.52,90.57,1
Female,,Tier 1,Bachelors,3.4,,92.21,41.95,1
Male,Asian,Tier 2,,,56.12,,98.73,1
Male,White,Tier 2,Bachelors,0.6,25.81,85.02,69.59,1
Female,Black,Tier 2,Bachelors,4.9,45.39,87.46,84.41,1
Other,Hispanic,Tier 1,Masters,6.9,41.22,,75.56,1
Female,Black,Tier 1,PhD,0.3,,61.95,58.89,0
,White,Tier 2,PhD,3.5,33.85,,4.08,0
Female,,Tier 3,,1.5,19.24,82.66,69.79,0
Male,White,Tier 2,PhD,13.4,57.57,92.07,91.46,1
Male,White,Tier 1,Bachelors,7.0,40.52,86.64,,1
Male,Hispanic,Tier 1,Bachelors,3.9,16.73,79.24,39.5,0
,White,Tier 1,Masters,1.6,39.25,85.77,74.17,1
Male,Black,Tier 2,Bachelors,2.3,23.57,55.48,71.38,0
,Black,Tier 1,Bachelors,,39.19,81.22,57.22,1
Male,Black,Tier 1,PhD,1.1,19.86,67.67,49.61,0
Male,White,Tier 2,,,20.35,74.28,,0
Male,Hispanic,Tier 1,Bachelors,1.7,38.49,39.72,31.8,0
Male,White,,Masters,0.7,18.08,50.19,37.38,0
Male,White,Tier 1,,2.2,41.43,58.96,,0
Female,White,Tier 2,Bachelors,1.2,51.74,83.95,46.79,1
Male,Asian,Tier 1,Bachelors,9.6,59.97,,6.55,0
Male,Black,Tier 1,PhD,3.0,36.5,84.76,93.1,1
Male,Black,Tier 2,Masters,5.6,11.71,32.85,68.84,0
Female,Hispanic,Tier 2,,5.4,10.96,81.21,27.71,0
Female,Hispanic,Tier 3,Bachelors,,40.93,62.49,75.56,0
Male,Asian,Tier 2,PhD,13.2,66.29,60.32,38.02,1
Female,White,Tier 1,Bachelors,5.0,16.66,60.95,46.2,0
Female,Black,,Masters,5.1,20.53,,,0
Male,,Tier 2,Bachelors,1.2,,,55.31,0
Female,,Tier 1,Masters,4.5,38.14,81.4,7.17,0
Male,White,Tier 2,Bachelors,6.6,27.04,73.08,69.66,1
Female,White,Tier 1,Bachelors,1.0,10.35,71.1,63.44,0
Male,White,Tier 1,Masters,8.5,5.86,78.9,5.6,0
Female,White,Tier 3,Bachelors,5.0,33.38,83.47,,0
Male,White,Tier 1,Bachelors,7.6,29.49,32.11,44.19,0
Male,Black,Tier 1,Masters,9.2,20.81,61.83,47.46,0
Male,Black,Tier 2,Bachelors,2.5,30.12,,5.31,0
Male,Black,,Bachelors,15.1,10.6,91.85,48.1,0
Female,White,Tier 2,Bachelors,10.0,37.33,49.13,18.78,0
Female,White,Tier 3,Bachelors,0.5,58.23,75.06,41.54,0
Female,,Tier 2,Bachelors,5.0,30.46,70.58,15.93,0
Male,White,Tier 1,PhD,3.1,17.4,69.14,17.38,0
Female,White,,Masters,4.4,26.74,,43.32,0
Male,Asian,Tier 2,Bachelors,0.2,27.24,57.2,56.79,0
Male,White,Tier 3,Bachelors,18.5,62.9,64.95,60.11,1
Female,White,Tier 2,Masters,3.7,17.03,75.09,51.83,0
Male,White,Tier 2,Bachelors,3.3,26.95,76.85,74.68,1
Male,Black,Tier 2,Bachelors,1.5,44.4,82.32,41.9,1
Female,Other,Tier 3,Bachelors,3.1,,83.85,4.14,0
Male,,Tier 1,Bachelors,1.5,30.23,15.33,65.43,0
Other,Other,Tier 2,Bachelors,10.8,12.52,59.74,84.21,0
Female,Black,Tier 1,PhD,2.3,24.52,72.79,49.72,0
Female,White,Tier 1,Bachelors,7.3,24.56,56.46,32.27,0
Female,White,Tier 3,Bachelors,4.0,40.38,79.0,15.25,0
Male,White,,PhD,4.6,2.44,57.49,83.0,0
Female,White,Tier 2,Bachelors,1.2,37.83,88.81,52.23,1
Male,White,Tier 2,Bachelors,14.9,18.63,76.56,59.14,0
Male,White,Tier 1,Bachelors,20.8,16.5,47.06,52.0,0
Male,White,Tier 2,,1.7,37.96,66.93,27.19,0
Female,White,Tier 2,Bachelors,0.6,15.1,82.96,94.72,1
,White,Tier 1,Masters,2.1,40.8,77.23,,1
Male,Other,Tier 2,PhD,0.6,7.06,60.8,1.11,0
Male,Other,Tier 2,Bachelors,13.8,26.01,54.11,74.31,0
Male,Asian,Tier 2,Masters,2.4,18.79,64.97,25.44,0
Male,Black,Tier 1,Bachelors,3.0,12.98,57.18,48.28,0
Female,Hispanic,Tier 2,Bachelors,0.4,33.98,85.42,71.88,1
Male,Asian,Tier 3,Bachelors,,19.44,,0.52,0
Male,Hispanic,Tier 1,Masters,3.8,29.16,91.33,,1
Male,White,Tier 3,Masters,2.2,8.1,58.8,44.98,0
Male,Asian,Tier 1,Bachelors,5.7,21.61,45.42,64.42,0
Male,White,Tier 1,Bachelors,3.2,51.68,,26.88,1
Female,Hispanic,Tier 2,Bachelors,6.7,19.69,73.19,5.41,0
Female,Black,Tier 1,Masters,1.2,4.49,63.2,65.78,0
Male,White,Tier 3,Bachelors,12.4,12.99,,2.79,0
Male,,Tier 2,Bachelors,30.0,52.85,66.26,33.73,1
Male,Black,Tier 2,PhD,1.1,48.78,87.64,68.85,1
Other,White,Tier 2,Masters,9.1,54.28,80.08,84.61,1
,Asian,Tier 2,Bachelors,12.9,30.71,93.13,85.77,1
Male,White,Tier 2,Bachelors,12.1,47.47,78.5,4.69,0
,Asian,Tier 3,,3.1,31.89,71.3,23.74,0
,White,Tier 3,Bachelors,2.9,40.03,61.95,24.72,0
Male,,Tier 2,PhD,2.3,57.3,77.76,23.45,1
Female,Asian,Tier 3,Bachelors,5.8,15.02,88.22,40.12,0
Female,Asian,Tier 2,Bachelors,4.1,,84.71,48.31,0
Male,Hispanic,Tier 2,Masters,2.8,27.87,51.89,9.41,0
Male,White,Tier 2,Masters,0.8,9.74,60.54,57.65,0
Male,White,Tier 2,Masters,7.3,5.91,61.57,15.05,0
Other,Black,Tier 1,Masters,8.1,33.88,66.13,17.51,0
Male,White,Tier 2,Bachelors,20.1,4.52,42.69,,0
Male,Hispanic,,Bachelors,5.8,64.03,60.84,41.19,0
Male,White,Tier 3,Bachelors,4.2,0.91,79.72,13.54,0
Female,White,Tier 2,PhD,0.3,65.52,85.51,79.35,1
Female,Black,Tier 2,Masters,1.7,,74.03,30.8,0
Female,Black,Tier 2,Bachelors,1.5,50.74,45.77,88.23,1
Male,Other,Tier 2,Masters,7.7,9.35,74.76,82.32,0
Female,Asian,Tier 2,Masters,5.3,5.56,59.01,71.68,0
Male,Black,Tier 2,Masters,0.3,47.19,73.89,93.28,1
Female,Hispanic,Tier 3,Bachelors,0.3,,52.65,93.81,0
Female,,Tier 3,Bachelors,7.3,17.74,65.43,88.4,0
Male,Black,Tier 1,Bachelors,0.4,47.6,91.37,14.23,1
Male,White,Tier 2,Masters,7.1,25.71,85.54,86.71,1
Other,White,,Bachelors,9.1,50.02,92.59,70.14,1
Female,White,Tier 1,,0.6,12.88,70.44,69.43,0
Male,White,Tier 3,Masters,0.3,,,66.26,0
Female,Black,Tier 2,Masters,6.5,41.11,47.12,61.09,0
Female,White,Tier 2,Bachelors,1.9,36.26,72.11,,0
Male,White,Tier 2,,2.3,,43.29,23.84,0
,Black,Tier 2,Bachelors,1.7,20.98,65.87,94.13,0
Female,Other,Tier 2,Bachelors,2.9,32.86,51.69,8.15,0
Male,White,Tier 2,,7.6,22.81,,36.14,0
,White,Tier 1,,4.4,,,51.87,0
Male,Asian,Tier 2,Bachelors,2.3,22.25,55.28,16.22,0
Male,,Tier 2,Bachelors,10.2,23.14,68.92,,0
Male,White,Tier 1,Masters,0.0,19.07,97.28,81.36,1
,White,Tier 3,Masters,2.6,39.36,56.43,8.19,0
Female,Hispanic,Tier 2,Bachelors,2.9,37.36,83.48,,1
Male,,Tier 2,Masters,7.6,34.03,91.78,5.69,0
Male,White,Tier 3,Masters,8.2,30.9,77.19,80.67,1
Female,White,Tier 3,Bachelors,1.9,37.36,47.26,26.57,0
Male,White,Tier 2,Bachelors,5.0,14.95,71.13,90.51,1
,White,Tier 2,Masters,1.0,43.88,51.19,12.48,0
Female,,Tier 1,Bachelors,1.1,50.64,91.86,30.03,1
Male,Black,Tier 3,,1.3,41.37,82.84,,1
Male,Black,Tier 2,Bachelors,12.9,51.47,56.04,87.27,1
Male,Hispanic,Tier 2,Bachelors,14.9,17.61,48.8,65.58,0
Male,White,Tier 1,,2.1,24.76,82.97,,1
Female,Black,Tier 1,Bachelors,2.2,22.6,68.43,34.81,0
,White,Tier 3,Masters,0.6,45.47,88.08,1.88,0
Female,Asian,Tier 2,Bachelors,,12.72,90.46,41.37,0
Female,Hispanic,Tier 2,Bachelors,3.8,13.45,80.53,53.98,0
Male,Black,Tier 2,Bachelors,0.2,18.64,54.64,15.29,0
Other,White,Tier 2,Masters,0.1,44.91,81.39,32.84,0
Male,,Tier 3,Masters,8.1,49.37,86.82,47.19,1
Male,White,Tier 1,Bachelors,5.4,79.38,91.89,19.61,1
Other,Hispanic,Tier 1,Bachelors,,27.24,77.35,30.1,0
Female,White,Tier 2,Masters,0.3,13.74,74.93,,0
Female,Hispanic,Tier 1,Bachelors,6.3,31.92,73.46,33.25,0
