gender,race,college_tier,education_level,years_experience,skills_score,interview_score,test_score,hired
Female,White,Tier 1,Masters,5,51.8,3.52,18.26,0
Female,Asian,Tier 3,PhD,3,61.42,32.31,57.4,0
Other,Asian,Tier 3,Bachelors,12,23.66,54.41,63.74,0
Other,Hispanic,Tier 1,Masters,3,48.35,55.17,55.67,0
Other,Black,Tier 2,PhD,13,42.91,35.66,73.83,0
Other,Asian,Tier 2,Bachelors,15,7.49,44.73,33.56,0
Female,Asian,Tier 1,PhD,3,10.62,96.55,76.51,1
Male,Other,Tier 1,Bachelors,0,83.75,37.73,43.28,1
Female,Other,Tier 1,Bachelors,12,23.98,25.82,48.42,0
Male,White,Tier 1,Bachelors,3,19.5,24.35,64.81,0
Other,Hispanic,Tier 3,Masters,19,50.49,45.78,1.84,0
Female,White,Tier 1,Masters,17,76.87,75.95,65.4,1
Other,Other,Tier 3,Masters,5,6.19,20.6,61.86,0
Female,Black,Tier 2,Bachelors,2,57.68,70.93,30.98,0
Other,Other,Tier 3,Bachelors,12,11.92,2.11,8.58,0
Male,Hispanic,Tier 2,Bachelors,15,3.65,41.89,9.09,0
Male,Other,Tier 1,Bachelors,4,5.27,77.59,92.32,1
Male,Hispanic,Tier 2,PhD,3,83.42,33.87,68.93,1
Female,Hispanic,Tier 1,Bachelors,20,11.8,56.37,12.71,0
Male,Hispanic,Tier 2,Masters,7,4.52,20.5,35.67,0
Female,Hispanic,Tier 3,Masters,18,43.79,74.2,59.25,1
Male,Hispanic,Tier 1,Bachelors,13,84.4,5.23,83.56,1
Male,Black,Tier 1,Masters,6,26.24,85.25,4.37,0
Female,White,Tier 2,Bachelors,13,42.17,19.82,23.66,0
Female,Asian,Tier 3,Bachelors,5,3.99,87.44,88.97,0
Male,White,Tier 2,Bachelors,11,44.91,35.25,0.92,0
Female,Hispanic,Tier 1,Masters,15,57.76,72.27,20.14,1
Male,Black,Tier 2,Bachelors,16,57.09,31.92,95.9,1
Female,Other,Tier 1,Masters,12,33.24,90.59,61.34,1
Other,Black,Tier 2,Masters,13,31.55,12.66,26.17,0
Other,Hispanic,Tier 3,Bachelors,6,10.66,17.85,6.7,0
Other,Black,Tier 2,Masters,13,36.68,49.3,2.82,0
Other,Black,Tier 3,Masters,14,9.95,8.19,24.47,0
Other,Hispanic,Tier 1,Bachelors,11,76.66,19.6,88.15,1
Male,Black,Tier 2,Bachelors,16,96.63,94.38,41.59,1
Other,Asian,Tier 3,Masters,8,97.01,97.65,72.03,1
Other,Asian,Tier 1,Bachelors,14,86.51,37.63,91.83,1
Other,Black,Tier 3,Masters,11,60.08,92.33,40.8,1
Other,Other,Tier 1,Bachelors,1,70.09,54.48,19.13,0
Female,Hispanic,Tier 2,Bachelors,4,28.52,26.97,51.71,0
Male,Asian,Tier 3,Bachelors,12,63.08,70.24,90.81,1
Other,Other,Tier 2,Bachelors,19,45.56,65.89,80.44,1
Other,Black,Tier 1,Masters,7,48.2,98.91,6.58,1
Other,Other,Tier 2,Bachelors,13,75.78,26.5,69.26,1
Male,White,Tier 2,Masters,14,28.19,67.21,57.19,0
Female,Asian,Tier 3,Masters,10,31.8,5.2,90.75,0
Male,Black,Tier 2,Masters,0,92.46,11.36,12.25,0
Female,Hispanic,Tier 1,Masters,20,5.62,0.39,53.4,0
Other,Black,Tier 2,Bachelors,2,48.56,99.95,87.95,1
Other,Hispanic,Tier 2,Bachelors,16,91.28,80.23,41.0,1
Male,Black,Tier 2,Masters,18,61.04,78.67,48.2,1
Male,Other,Tier 2,Bachelors,13,54.64,50.97,7.05,0
Female,Other,Tier 3,Masters,7,24.97,30.01,27.81,0
Female,Other,Tier 2,Bachelors,12,34.33,15.13,32.45,0
Male,White,Tier 2,Masters,19,85.2,28.47,94.51,1
Female,Hispanic,Tier 1,Masters,2,55.92,37.6,28.27,0
Male,Other,Tier 1,Masters,4,51.47,75.63,46.09,1
Female,White,Tier 1,Masters,8,9.96,53.97,67.13,0
Male,Hispanic,Tier 1,Masters,5,1.6,7.75,16.22,0
Male,Black,Tier 2,Masters,1,96.37,1.8,48.64,0
Male,White,Tier 2,Masters,12,37.7,10.23,73.85,0
Female,Asian,Tier 2,Bachelors,4,60.32,41.05,86.69,1
Female,White,Tier 3,Bachelors,7,7.97,93.32,62.63,0
Female,White,Tier 3,Bachelors,0,68.31,63.74,66.91,1
Male,Hispanic,Tier 3,PhD,19,93.26,80.18,12.63,1
Female,Black,Tier 2,Bachelors,11,57.57,46.64,94.58,1
Female,Asian,Tier 2,Masters,10,12.61,36.17,13.26,0
Male,Other,Tier 2,Masters,6,58.17,10.84,77.47,0
Other,Other,Tier 1,Masters,14,76.63,87.59,26.48,1
Male,White,Tier 1,Masters,10,40.64,78.32,93.36,1
Female,Hispanic,Tier 3,Bachelors,15,87.98,16.81,72.0,0
Male,Hispanic,Tier 3,Masters,2,64.87,51.23,75.38,1
Other,Other,Tier 1,Masters,19,89.92,48.74,21.91,1
Male,Asian,Tier 2,Bachelors,13,62.35,62.51,44.3,1
Female,Black,Tier 3,Bachelors,2,13.13,94.62,61.78,0
Other,Asian,Tier 1,Masters,0,30.97,57.98,77.0,0
Female,Black,Tier 1,Masters,20,20.18,54.02,10.4,0
Other,Other,Tier 3,Bachelors,14,90.88,5.03,96.24,1
Other,Black,Tier 2,Masters,0,76.04,6.29,89.02,0
Male,Hispanic,Tier 1,Masters,16,67.64,18.73,27.03,0
Male,White,Tier 2,Bachelors,1,30.1,3.25,82.28,0
Female,White,Tier 3,PhD,19,18.4,74.34,51.83,0
Male,Other,Tier 2,Masters,5,75.65,72.33,46.18,1
Male,Hispanic,Tier 1,Masters,7,47.42,13.61,31.44,0
Other,Asian,Tier 1,Masters,15,22.58,83.61,58.1,1
Male,Hispanic,Tier 2,Bachelors,18,61.66,15.48,72.99,0
Other,White,Tier 2,Bachelors,0,4.03,30.12,41.09,0
Other,White,Tier 2,Bachelors,2,32.62,24.9,62.92,0
Other,Hispanic,Tier 1,Bachelors,2,46.86,37.23,69.93,0
Female,Hispanic,Tier 3,Bachelors,4,14.8,25.47,71.11,0
Female,White,Tier 1,Masters,11,98.47,48.9,5.2,1
Female,Asian,Tier 1,Masters,11,20.91,40.74,85.97,0
Other,Other,Tier 1,Masters,19,13.04,98.66,45.83,1
Female,Other,Tier 1,Masters,12,20.35,5.59,26.24,0
Female,Hispanic,Tier 2,Masters,19,76.91,14.22,24.18,0
Male,Other,Tier 2,Bachelors,8,42.55,5.28,48.3,0
Female,White,Tier 1,Bachelors,6,56.54,62.58,88.68,1
Female,White,Tier 2,Masters,3,2.1,5.45,37.83,0
Other,Hispanic,Tier 1,Masters,18,3.44,83.64,74.97,1
Other,Hispanic,Tier 2,Bachelors,18,44.58,51.19,9.68,0
Other,Hispanic,Tier 3,Masters,5,81.67,52.7,47.61,1
Other,Asian,Tier 1,Bachelors,12,88.52,56.16,99.17,1
Other,Other,Tier 2,Masters,10,8.67,17.08,77.04,0
Other,Hispanic,Tier 1,Masters,12,53.84,19.77,21.05,0
Female,Black,Tier 1,Masters,12,91.32,31.88,50.14,1
Other,Black,Tier 1,PhD,19,38.8,59.35,23.36,0
Other,White,Tier 2,Masters,14,82.96,21.01,40.96,0
Male,Other,Tier 2,PhD,20,13.37,11.63,78.01,0
Female,Hispanic,Tier 1,PhD,12,93.54,97.01,77.12,1
Female,Black,Tier 3,Masters,10,75.14,2.2,22.81,0
Female,Other,Tier 2,Masters,18,94.13,80.27,92.22,1
Other,White,Tier 3,Bachelors,7,67.66,78.8,59.26,1
Other,Asian,Tier 2,Bachelors,19,36.34,29.72,37.99,0
Other,Other,Tier 2,Masters,7,93.82,13.56,50.19,0
Male,Other,Tier 1,Bachelors,9,27.56,14.56,60.51,0
Other,Asian,Tier 1,Bachelors,15,33.22,69.74,55.99,1
Male,Other,Tier 3,PhD,18,70.08,64.28,48.64,1
Female,White,Tier 1,Masters,10,76.53,78.27,50.49,1
Other,White,Tier 3,Masters,12,92.94,93.75,17.64,1
Male,Asian,Tier 2,Bachelors,8,20.48,69.19,81.27,1
Male,Hispanic,Tier 1,Bachelors,19,79.8,15.59,54.18,0
Other,Black,Tier 1,Bachelors,18,73.85,24.34,13.11,0
Female,Hispanic,Tier 1,Bachelors,15,6.38,84.22,76.62,1
Female,Other,Tier 3,Bachelors,6,38.72,20.93,93.24,0
Female,Black,Tier 2,Bachelors,18,28.28,7.25,94.73,0
Male,Asian,Tier 1,PhD,11,30.45,70.33,36.9,0
Male,Asian,Tier 1,Masters,14,98.29,40.25,13.55,1
Male,Black,Tier 1,Bachelors,13,64.28,92.0,51.84,1
Male,White,Tier 2,Bachelors,10,71.77,65.03,11.26,1
Female,Black,Tier 1,Masters,9,97.66,9.04,93.4,1
Other,Other,Tier 3,Bachelors,10,37.72,94.79,18.36,0
Male,White,Tier 1,PhD,5,80.18,25.86,25.28,0
Male,Asian,Tier 1,Bachelors,1,43.45,33.72,40.66,0
Female,Black,Tier 2,Bachelors,10,86.95,40.23,38.32,1
Other,Hispanic,Tier 2,Bachelors,18,18.07,5.12,79.47,0
Other,Hispanic,Tier 3,Bachelors,5,94.77,49.65,45.63,1
Female,Other,Tier 2,Masters,13,21.88,12.33,17.08,0
Female,Hispanic,Tier 1,Masters,19,32.62,40.1,26.72,0
Other,Black,Tier 2,Masters,5,75.62,35.07,50.91,0
Male,Black,Tier 1,Bachelors,16,39.38,77.28,14.75,0
Other,Hispanic,Tier 1,Masters,9,60.82,80.32,61.17,1
Female,Black,Tier 3,Masters,0,44.46,15.34,56.57,0
Male,Other,Tier 2,Masters,2,74.24,36.66,71.47,1
Male,White,Tier 3,Bachelors,7,22.83,37.34,93.77,0
Female,Other,Tier 2,Bachelors,7,5.85,15.14,91.23,0
Female,Other,Tier 2,Masters,19,29.99,79.85,94.61,1
Female,Black,Tier 1,Masters,14,47.43,70.72,24.47,0
Other,White,Tier 1,Bachelors,6,16.8,19.04,13.16,0
Other,Black,Tier 3,Bachelors,10,35.48,36.67,30.23,0
Male,Asian,Tier 1,Bachelors,6,40.0,10.58,89.51,0
Female,Black,Tier 3,Masters,3,5.74,62.82,97.21,0
Male,Black,Tier 2,Bachelors,11,58.33,12.14,85.93,0
Male,Black,Tier 1,PhD,5,88.43,98.59,11.0,1
Male,White,Tier 2,Masters,13,15.17,78.07,94.74,1
Male,Black,Tier 2,PhD,11,59.78,39.02,42.34,0
Female,White,Tier 1,Masters,10,66.47,57.86,0.93,0
Male,Hispanic,Tier 3,Bachelors,18,41.93,91.13,44.24,1
Female,Asian,Tier 2,Masters,20,70.11,55.41,4.61,0
Female,White,Tier 1,Bachelors,4,41.07,17.45,54.39,0
Other,Hispanic,Tier 2,PhD,13,50.46,37.87,33.86,0
Female,White,Tier 3,Masters,20,0.74,84.31,47.34,0
Other,White,Tier 1,Bachelors,15,69.17,64.42,61.32,1
Female,Asian,Tier 3,Masters,12,66.13,65.07,86.88,1
Female,Other,Tier 1,PhD,19,3.84,86.68,66.19,0
Female,Other,Tier 2,Bachelors,3,36.83,89.4,43.4,1
Other,White,Tier 2,Masters,10,97.9,91.98,81.94,1
Other,Black,Tier 1,Masters,16,42.07,9.48,90.56,0
Male,Hispanic,Tier 1,Masters,6,50.19,54.41,11.98,0
